texto_pedido,contem_dados_pessoais
Segue em anexo meus documentos (CPF 379.465.821-37) para provar que sou eu pedindo sobre a licitação 85423.,True
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2025.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Cópia do edital de chamamento público nº 4107 para credenciamento de clínicas.,False
"Solicito meu histórico funcional. Segue meus dados: Igor Sousa, matrícula 21711, tel +55 (022) 94050 7648.",True
Gostaria do organograma atualizado da Secretaria de Obras.,False
Estou enviando meu RG 35841720X e comprovante de residência na Distrito Jesus para atualização cadastral.,True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2023.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2023.,False
Segue em anexo meus documentos (CPF 689.420.315-60) para provar que sou eu pedindo sobre a licitação 8179.,True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
"Quero denunciar o servidor Srta. Emanuella Ramos, que bate o ponto e vai embora.",True
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2025.,False
"Gostaria de saber o salário exato do meu vizinho Liam Sá, que trabalha aí.",True
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Cópia do edital de chamamento público nº 2537 para credenciamento de clínicas.,False
"Olá, meu nome é Samuel Fogaça, portador do CPF 958.674.320-92, gostaria de saber o andamento do meu processo.",True
"Eu, Cecilia Vasconcelos, RG 816437026, venho requerer minha ficha financeira de 2023.",True
"Qualquer dúvida, liguem para o meu celular pessoal: +55 16 95663 3935 ou fixo +55 (051) 8243 2625.",True
"Estou enviando meu RG 583702168 e comprovante de residência na Área Peixoto, 1 para atualização cadastral.",True
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
"Quero denunciar o servidor Thales Dias, que bate o ponto e vai embora.",True
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2025.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 4710.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em abril/2020.,False
"Solicito meu histórico funcional. Segue meus dados: Sofia Pimenta, matrícula 35369, tel +55 93 91706 9556.",True
"Olá, meu nome é Matteo da Rosa, portador do CPF 847.396.120-03, gostaria de saber o andamento do meu processo.",True
Segue em anexo meus documentos (CPF 160.382.579-77) para provar que sou eu pedindo sobre a licitação 94966.,True
Solicito cópia integral do contrato nº 9131/2020 referente à licitação de limpeza urbana.,False
Qual o cronograma previsto para a reforma da escola classe 5922 da Ceilândia?,False
"Gostaria de saber o salário exato do meu vizinho Juliana Silveira, que trabalha aí.",True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Minha mãe, Srta. Ana Júlia Pastor, está aguardando cirurgia. O CPF dela é 129.487.306-78. Qual a posição na fila?",True
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 49 9 7887 9531 ou fixo +55 84 0409 5437.",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Solicito cópia integral do contrato nº 4898/2019 referente à licitação de limpeza urbana.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2022.,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 (081) 94429 4440 ou fixo +55 61 9292 7524.",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
"Estou enviando meu RG 360785244 e comprovante de residência na Vereda de Peixoto, 584 para atualização cadastral.",True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
"Quero denunciar o servidor André Silva, que bate o ponto e vai embora.",True
Estou enviando meu RG 207681454 e comprovante de residência na Praia Gonçalves para atualização cadastral.,True
Qual o cronograma previsto para a reforma da escola classe 3154 da Ceilândia?,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Segue em anexo meus documentos (CPF 185.970.432-88) para provar que sou eu pedindo sobre a licitação 964.,True
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
"Olá, meu nome é Theo Souza, portador do CPF 016.394.578-01, gostaria de saber o andamento do meu processo.",True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em maio/2018.,False
Solicito cópia integral do contrato nº 2258/2018 referente à licitação de limpeza urbana.,False
"Eu, Bruna Ferreira, RG 042713857, venho requerer minha ficha financeira de 2023.",True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 (092) 91046-6275 ou fixo +55 (031) 1526 9744.",True
Segue em anexo meus documentos (CPF 832.961.750-59) para provar que sou eu pedindo sobre a licitação 20074.,True
"Solicito meu histórico funcional. Segue meus dados: Isis Rodrigues, matrícula 5326, tel +55 (89) 97988-7754.",True
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2025.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 755.,False
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2020.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Por favor enviar a resposta exclusivamente para o email pessoal: carlos-eduardo53@bol.com.br.,True
"Moro na Conjunto Sousa, 86 e quero denunciar um buraco na porta da minha casa.",True
Por favor enviar a resposta exclusivamente para o email pessoal: da-rochaana-laura@bol.com.br.,True
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
"Minha mãe, Maya da Rosa, está aguardando cirurgia. O CPF dela é 067.239.148-13. Qual a posição na fila?",True
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 5385.,False
"Solicito meu histórico funcional. Segue meus dados: Manuela Pires, matrícula 10204, tel +55 (41) 9 2706-6185.",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Qual o cronograma previsto para a reforma da escola classe 8492 da Ceilândia?,False
"Gostaria de saber o salário exato do meu vizinho Murilo Rodrigues, que trabalha aí.",True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em junho/2025.,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2021.,False
Segue em anexo meus documentos (CPF 416.290.753-61) para provar que sou eu pedindo sobre a licitação 4344.,True
Moro na Residencial Maysa da Conceição e quero denunciar um buraco na porta da minha casa.,True
"Minha mãe, Kevin Câmara, está aguardando cirurgia. O CPF dela é 491.760.538-57. Qual a posição na fila?",True
"Gostaria de saber o salário exato do meu vizinho Vitor Campos, que trabalha aí.",True
Cópia do edital de chamamento público nº 8701 para credenciamento de clínicas.,False
Qual o cronograma previsto para a reforma da escola classe 7049 da Ceilândia?,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2018.,False
"Eu, Eduarda Almeida, RG 604218357, venho requerer minha ficha financeira de 2023.",True
"Eu, Benício Fonseca, RG 238167045, venho requerer minha ficha financeira de 2023.",True
"Eu, Vinicius Souza, RG 370142858, venho requerer minha ficha financeira de 2023.",True
Segue em anexo meus documentos (CPF 732.059.814-05) para provar que sou eu pedindo sobre a licitação 79929.,True
"Quero denunciar o servidor Gustavo Vieira, que bate o ponto e vai embora.",True
"Solicito meu histórico funcional. Segue meus dados: Gabrielly Nogueira, matrícula 88926, tel +55 34 96996 7331.",True
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2018.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 69 90674-4716 ou fixo +55 51 9282 3414.",True
Por favor enviar a resposta exclusivamente para o email pessoal: isabelamarques@uol.com.br.,True
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
"Eu, Fernando Leão, RG 578016345, venho requerer minha ficha financeira de 2023.",True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em janeiro/2023.,False
"Gostaria de saber o salário exato do meu vizinho Alexandre Silva, que trabalha aí.",True
Por favor enviar a resposta exclusivamente para o email pessoal: agathaleao@uol.com.br.,True
"Estou enviando meu RG 036214589 e comprovante de residência na Residencial de Sales, 25 para atualização cadastral.",True
Qual o cronograma previsto para a reforma da escola classe 397 da Ceilândia?,False
"Minha mãe, Emilly Santos, está aguardando cirurgia. O CPF dela é 176.524.893-00. Qual a posição na fila?",True
Por favor enviar a resposta exclusivamente para o email pessoal: amacedo@gmail.com.,True
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2021.,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 7371.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2019.,False
Por favor enviar a resposta exclusivamente para o email pessoal: jpinto@uol.com.br.,True
Por favor enviar a resposta exclusivamente para o email pessoal: matteolopes@bol.com.br.,True
"Qualquer dúvida, liguem para o meu celular pessoal: +55 57 9 6605 3844 ou fixo +55 71 4630-6000.",True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Estou enviando meu RG 543026814 e comprovante de residência na Estação Farias para atualização cadastral.,True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Quero denunciar o servidor Daniela Camargo, que bate o ponto e vai embora.",True
Qual o cronograma previsto para a reforma da escola classe 2406 da Ceilândia?,False
Qual o cronograma previsto para a reforma da escola classe 9359 da Ceilândia?,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em fevereiro/2024.,False
"Estou enviando meu RG 578621046 e comprovante de residência na Jardim Siqueira, 41 para atualização cadastral.",True
"Eu, Nina Guerra, RG 340618759, venho requerer minha ficha financeira de 2023.",True
"Moro na Morro Igor Brito, 44 e quero denunciar um buraco na porta da minha casa.",True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Minha mãe, Marcos Vinicius Fogaça, está aguardando cirurgia. O CPF dela é 240.356.981-05. Qual a posição na fila?",True
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2019.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
"Estou enviando meu RG 481062531 e comprovante de residência na Alameda João Gabriel da Rosa, 30 para atualização cadastral.",True
Segue em anexo meus documentos (CPF 120.685.497-94) para provar que sou eu pedindo sobre a licitação 56874.,True
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Segue em anexo meus documentos (CPF 163.259.078-68) para provar que sou eu pedindo sobre a licitação 21234.,True
"Quero denunciar o servidor Srta. Fernanda Costa, que bate o ponto e vai embora.",True
"Estou enviando meu RG 576042833 e comprovante de residência na Viela Cassiano, 359 para atualização cadastral.",True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
"Olá, meu nome é Ágatha da Costa, portador do CPF 392.650.418-89, gostaria de saber o andamento do meu processo.",True
Gostaria do organograma atualizado da Secretaria de Obras.,False
Por favor enviar a resposta exclusivamente para o email pessoal: silveiraelisa@hotmail.com.,True
Gostaria do organograma atualizado da Secretaria de Obras.,False
Qual o cronograma previsto para a reforma da escola classe 8195 da Ceilândia?,False
Cópia do edital de chamamento público nº 4951 para credenciamento de clínicas.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
"Moro na Esplanada de Mendes, 347 e quero denunciar um buraco na porta da minha casa.",True
Por favor enviar a resposta exclusivamente para o email pessoal: novaesmathias@ig.com.br.,True
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
"Moro na Avenida de Oliveira, 8 e quero denunciar um buraco na porta da minha casa.",True
"Gostaria de saber o salário exato do meu vizinho Dr. Noah Ribeiro, que trabalha aí.",True
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2019.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
"Olá, meu nome é Eloá da Luz, portador do CPF 531.094.687-00, gostaria de saber o andamento do meu processo.",True
Segue em anexo meus documentos (CPF 506.842.713-62) para provar que sou eu pedindo sobre a licitação 8388.,True
"Estou enviando meu RG 863021578 e comprovante de residência na Chácara Andrade, 800 para atualização cadastral.",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Cópia do edital de chamamento público nº 6853 para credenciamento de clínicas.,False
Solicito cópia integral do contrato nº 6174/2022 referente à licitação de limpeza urbana.,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Por favor enviar a resposta exclusivamente para o email pessoal: oliviasales@bol.com.br.,True
"Moro na Área de Oliveira, 30 e quero denunciar um buraco na porta da minha casa.",True
Gostaria do organograma atualizado da Secretaria de Obras.,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 92 9 8170 7443 ou fixo 81 0234 4225.",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Segue em anexo meus documentos (CPF 240.987.561-02) para provar que sou eu pedindo sobre a licitação 24772.,True
"Estou enviando meu RG 316587424 e comprovante de residência na Jardim de Albuquerque, 21 para atualização cadastral.",True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Qual o cronograma previsto para a reforma da escola classe 5466 da Ceilândia?,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Qual o cronograma previsto para a reforma da escola classe 3473 da Ceilândia?,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
"Estou enviando meu RG 312547687 e comprovante de residência na Setor Luiz Gustavo Campos, 33 para atualização cadastral.",True
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 7589.,False
"Quero denunciar o servidor Kaique Albuquerque, que bate o ponto e vai embora.",True
Qual o cronograma previsto para a reforma da escola classe 4385 da Ceilândia?,False
Qual o cronograma previsto para a reforma da escola classe 8289 da Ceilândia?,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Por favor enviar a resposta exclusivamente para o email pessoal: meloisabella@gmail.com.,True
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Por favor enviar a resposta exclusivamente para o email pessoal: pedro-lucassampaio@ig.com.br.,True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Segue em anexo meus documentos (CPF 369.154.827-09) para provar que sou eu pedindo sobre a licitação 94118.,True
"Quero denunciar o servidor Vitor Pereira, que bate o ponto e vai embora.",True
Solicito cópia integral do contrato nº 7739/2023 referente à licitação de limpeza urbana.,False
Qual o cronograma previsto para a reforma da escola classe 9567 da Ceilândia?,False
"Moro na Rodovia Rael Fernandes, 93 e quero denunciar um buraco na porta da minha casa.",True
"Gostaria de saber o salário exato do meu vizinho Mirella Teixeira, que trabalha aí.",True
"Eu, Rael Melo, RG 86021543X, venho requerer minha ficha financeira de 2023.",True
Por favor enviar a resposta exclusivamente para o email pessoal: melissa29@yahoo.com.br.,True
"Minha mãe, Carlos Eduardo Barros, está aguardando cirurgia. O CPF dela é 176.048.932-87. Qual a posição na fila?",True
"Moro na Largo Silveira, 89 e quero denunciar um buraco na porta da minha casa.",True
"Estou enviando meu RG 824037157 e comprovante de residência na Vereda Kevin Cardoso, 87 para atualização cadastral.",True
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Cópia do edital de chamamento público nº 1051 para credenciamento de clínicas.,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Solicito cópia integral do contrato nº 5639/2019 referente à licitação de limpeza urbana.,False
"Moro na Aeroporto de da Luz, 96 e quero denunciar um buraco na porta da minha casa.",True
"Eu, Dra. Milena Monteiro, RG 237064182, venho requerer minha ficha financeira de 2023.",True
Qual o cronograma previsto para a reforma da escola classe 3272 da Ceilândia?,False
Segue em anexo meus documentos (CPF 276.951.084-30) para provar que sou eu pedindo sobre a licitação 57011.,True
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Solicito meu histórico funcional. Segue meus dados: Maria Vitória Martins, matrícula 98180, tel +55 (90) 9 6412 2727.",True
"Gostaria de saber o salário exato do meu vizinho Nina Nascimento, que trabalha aí.",True
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
"Gostaria de saber o salário exato do meu vizinho Ryan Jesus, que trabalha aí.",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Por favor enviar a resposta exclusivamente para o email pessoal: erick05@hotmail.com.,True
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2021.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em julho/2023.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2023.,False
"Gostaria de saber o salário exato do meu vizinho Francisco Caldeira, que trabalha aí.",True
Gostaria do organograma atualizado da Secretaria de Obras.,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 3169.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 97 90255-1282 ou fixo (061) 6364-3159.",True
Gostaria do organograma atualizado da Secretaria de Obras.,False
Solicito cópia integral do contrato nº 6080/2021 referente à licitação de limpeza urbana.,False
"Eu, Brayan Cavalcanti, RG 056234788, venho requerer minha ficha financeira de 2023.",True
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 45 9 0999-9001 ou fixo +55 (071) 8985 7390.",True
Qual o cronograma previsto para a reforma da escola classe 2011 da Ceilândia?,False
"Estou enviando meu RG 368210571 e comprovante de residência na Conjunto Arthur Gabriel Pastor, 65 para atualização cadastral.",True
Segue em anexo meus documentos (CPF 415.098.376-39) para provar que sou eu pedindo sobre a licitação 80531.,True
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2019.,False
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em maio/2024.,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Qual o cronograma previsto para a reforma da escola classe 2620 da Ceilândia?,False
"Estou enviando meu RG 674083258 e comprovante de residência na Loteamento de Lima, 365 para atualização cadastral.",True
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em outubro/2023.,False
Gostaria de acessar as atas das reuniões do conselho de saúde realizadas em 2021.,False
"Minha mãe, Olívia Castro, está aguardando cirurgia. O CPF dela é 943.857.206-65. Qual a posição na fila?",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em agosto/2020.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 7133.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 9847.,False
Solicito cópia integral do contrato nº 1786/2024 referente à licitação de limpeza urbana.,False
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
"Qualquer dúvida, liguem para o meu celular pessoal: +55 (88) 9 0817-7038 ou fixo 61 6086-8034.",True
"Minha mãe, Vitor Porto, está aguardando cirurgia. O CPF dela é 754.619.830-57. Qual a posição na fila?",True
Segue em anexo meus documentos (CPF 839.250.764-92) para provar que sou eu pedindo sobre a licitação 79917.,True
"Olá, meu nome é Lorena Cavalcante, portador do CPF 104.237.698-04, gostaria de saber o andamento do meu processo.",True
"Eu, Bento Teixeira, RG 815467308, venho requerer minha ficha financeira de 2023.",True
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Por favor enviar a resposta exclusivamente para o email pessoal: olivia97@bol.com.br.,True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Qual o cronograma previsto para a reforma da escola classe 9642 da Ceilândia?,False
"Olá, meu nome é Erick Fogaça, portador do CPF 579.320.168-86, gostaria de saber o andamento do meu processo.",True
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
"Eu, Matheus Nunes, RG 063514783, venho requerer minha ficha financeira de 2023.",True
"Estou enviando meu RG 103842676 e comprovante de residência na Jardim Hadassa Caldeira, 70 para atualização cadastral.",True
Qual a quantidade de médicos pediatras efetivos na rede pública?,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
Por favor enviar a resposta exclusivamente para o email pessoal: gael84@hotmail.com.,True
"Quero denunciar o servidor Sr. Enrico Pinto, que bate o ponto e vai embora.",True
Gostaria do organograma atualizado da Secretaria de Obras.,False
"Gostaria de saber o salário exato do meu vizinho Davi Rodrigues, que trabalha aí.",True
"Estou enviando meu RG 708154633 e comprovante de residência na Passarela Cunha, 18 para atualização cadastral.",True
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
"Olá, meu nome é Sr. Ravy Fogaça, portador do CPF 908.245.316-98, gostaria de saber o andamento do meu processo.",True
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Moro na Alameda da Conceição e quero denunciar um buraco na porta da minha casa.,True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Gostaria de saber o salário exato do meu vizinho Dr. Henry Gabriel Machado, que trabalha aí.",True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 2380.,False
"Solicito meu histórico funcional. Segue meus dados: Maria Liz das Neves, matrícula 95204, tel +55 (92) 95007-5167.",True
"Gostaria de saber o salário exato do meu vizinho Esther Souza, que trabalha aí.",True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Solicito cópia integral do contrato nº 5474/2021 referente à licitação de limpeza urbana.,False
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 7694.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Cópia do edital de chamamento público nº 6301 para credenciamento de clínicas.,False
Segue em anexo meus documentos (CPF 159.624.387-28) para provar que sou eu pedindo sobre a licitação 29920.,True
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em julho/2025.,False
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 8089.,False
"Moro na Conjunto Caroline Cirino, 5 e quero denunciar um buraco na porta da minha casa.",True
"Eu, Luiz Gustavo da Cunha, RG 561327403, venho requerer minha ficha financeira de 2023.",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 544.,False
Cópia do edital de chamamento público nº 8054 para credenciamento de clínicas.,False
Requeiro a lista de cargos em comissão ativos na Secretaria de Saúde em janeiro/2019.,False
Moro na Fazenda de Sales e quero denunciar um buraco na porta da minha casa.,True
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Solicito o valor do repasse federal recebido para merenda escolar este mês.,False
Cópia do edital de chamamento público nº 1933 para credenciamento de clínicas.,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 842.,False
"Olá, meu nome é Pedro Lucas Gonçalves, portador do CPF 801.673.495-20, gostaria de saber o andamento do meu processo.",True
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2018.,False
Gostaria do organograma atualizado da Secretaria de Obras.,False
"Olá, meu nome é Miguel Sá, portador do CPF 540.128.973-14, gostaria de saber o andamento do meu processo.",True
Solicito dados estatísticos sobre acidentes de trânsito na EPTG no último semestre.,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Eu, Aurora da Rocha, RG 71648352X, venho requerer minha ficha financeira de 2023.",True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
"Quero denunciar o servidor Júlia Pires, que bate o ponto e vai embora.",True
Gostaria do organograma atualizado da Secretaria de Obras.,False
"Gostaria de saber o salário exato do meu vizinho Gustavo Henrique Pastor, que trabalha aí.",True
"Quero denunciar o servidor Dr. Davi Miguel da Rocha, que bate o ponto e vai embora.",True
Segue em anexo meus documentos (CPF 671.834.952-64) para provar que sou eu pedindo sobre a licitação 6765.,True
"Qualquer dúvida, liguem para o meu celular pessoal: +55 (097) 96178-1596 ou fixo 0800 838 4572.",True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
"Minha mãe, Beatriz Rezende, está aguardando cirurgia. O CPF dela é 602.714.395-99. Qual a posição na fila?",True
"Quero denunciar o servidor Ana Sophia Santos, que bate o ponto e vai embora.",True
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
"Olá, meu nome é Matheus Silva, portador do CPF 178.903.624-04, gostaria de saber o andamento do meu processo.",True
Gostaria do organograma atualizado da Secretaria de Obras.,False
Quantos leitos de UTI estão disponíveis atualmente no Hospital de Base?,False
Cópia do edital de chamamento público nº 6934 para credenciamento de clínicas.,False
Estou enviando meu RG 503416824 e comprovante de residência na Praça Esther Abreu para atualização cadastral.,True
"Olá, meu nome é Arthur Miguel Gomes, portador do CPF 218.734.960-87, gostaria de saber o andamento do meu processo.",True
Peço planilha com a execução orçamentária do projeto Brasília Iluminada.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2025.,False
"Solicito meu histórico funcional. Segue meus dados: Lívia Alves, matrícula 22491, tel +55 51 94054 6835.",True
Gostaria de saber os critérios para seleção dos beneficiários do programa social X.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2024.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2023.,False
Gostaria de saber o valor total gasto com publicidade institucional no ano de 2019.,False
Qual o cronograma previsto para a reforma da escola classe 5421 da Ceilândia?,False
Há previsão para concurso público para o cargo de Auditor de Controle Interno?,False
Solicito o inteiro teor do parecer jurídico sobre a inexigibilidade de licitação 4286.,False
